category,subCategory,eventID,level,channel,provider,description,availableSettings/0,availableSettings/1,gpoSettings,documentation,volume/DomainController,volume/Server,volume/Workstation,microsoftBaseline/DomainController,microsoftBaseline/Server,microsoftBaseline/Workstation,securityMonitoringRecommandation,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5
Policy Change,Audit Filtering Platform Policy Change,5441,Information,Security,Microsoft-Windows-Security-Auditing,The following filter was present when the Windows Filtering Platform Base Filtering Engine started.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5442,Information,Security,Microsoft-Windows-Security-Auditing,The following provider was present when the Windows Filtering Platform Base Filtering Engine started.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5443,Information,Security,Microsoft-Windows-Security-Auditing,The following provider context was present when the Windows Filtering Platform Base Filtering Engine started.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5444,Information,Security,Microsoft-Windows-Security-Auditing,The following sub-layer was present when the Windows Filtering Platform Base Filtering Engine started.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5446,Information,Security,Microsoft-Windows-Security-Auditing,A Windows Filtering Platform callout has been changed.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5448,Information,Security,Microsoft-Windows-Security-Auditing,A Windows Filtering Platform provider has been changed.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5449,Information,Security,Microsoft-Windows-Security-Auditing,A Windows Filtering Platform provider context has been changed.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5450,Information,Security,Microsoft-Windows-Security-Auditing,A Windows Filtering Platform sub-layer has been changed.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5456,Information,Security,Microsoft-Windows-Security-Auditing,PAStore Engine applied Active Directory storage IPsec policy on the computer.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5457,Information,Security,Microsoft-Windows-Security-Auditing,PAStore Engine failed to apply Active Directory storage IPsec policy on the computer.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5458,Information,Security,Microsoft-Windows-Security-Auditing,PAStore Engine applied locally cached copy of Active Directory storage IPsec policy on the computer.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5459,Information,Security,Microsoft-Windows-Security-Auditing,PAStore Engine failed to apply locally cached copy of Active Directory storage IPsec policy on the computer.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5460,Information,Security,Microsoft-Windows-Security-Auditing,PAStore Engine applied local registry storage IPsec policy on the computer.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5461,Information,Security,Microsoft-Windows-Security-Auditing,PAStore Engine failed to apply local registry storage IPsec policy on the computer.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5462,Information,Security,Microsoft-Windows-Security-Auditing,PAStore Engine failed to apply some rules of the active IPsec policy on the computer. Use the IP Security Monitor snap-in to diagnose the problem.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5463,Information,Security,Microsoft-Windows-Security-Auditing,PAStore Engine polled for changes to the active IPsec policy and detected no changes.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5464,Information,Security,Microsoft-Windows-Security-Auditing,"PAStore Engine polled for changes to the active IPsec policy, detected changes, and applied them to IPsec Services.",Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5465,Information,Security,Microsoft-Windows-Security-Auditing,PAStore Engine received a control for forced reloading of IPsec policy and processed the control successfully.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5466,Information,Security,Microsoft-Windows-Security-Auditing,"PAStore Engine polled for changes to the Active Directory IPsec policy, determined that Active Directory cannot be reached, and will use the cached copy of the Active Directory IPsec policy instead. Any changes made to the Active Directory IPsec policy since the last poll could not be applied.",Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5467,Information,Security,Microsoft-Windows-Security-Auditing,"PAStore Engine polled for changes to the Active Directory IPsec policy, determined that Active Directory can be reached, and found no changes to the policy. The cached copy of the Active Directory IPsec policy is no longer being used.",Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5468,Information,Security,Microsoft-Windows-Security-Auditing,"PAStore Engine polled for changes to the Active Directory IPsec policy, determined that Active Directory can be reached, found changes to the policy, and applied those changes. The cached copy of the Active Directory IPsec policy is no longer being used.",Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5471,Information,Security,Microsoft-Windows-Security-Auditing,PAStore Engine loaded local storage IPsec policy on the computer.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5472,Information,Security,Microsoft-Windows-Security-Auditing,PAStore Engine failed to load local storage IPsec policy on the computer.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5473,Information,Security,Microsoft-Windows-Security-Auditing,PAStore Engine loaded directory storage IPsec policy on the computer.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5474,Information,Security,Microsoft-Windows-Security-Auditing,PAStore Engine failed to load directory storage IPsec policy on the computer.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5477,Information,Security,Microsoft-Windows-Security-Auditing,PAStore Engine failed to add quick mode filter.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Object Access,Audit Removable Storage,4663,Information,Security,Microsoft-Windows-Security-Auditing,An attempt was made to access an object.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Removable Storage,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4663,,,,Success,Success,Success,Yes,SRV-ETM,JSCU-NL,YAMATO,,,
Object Access,Audit Removable Storage,4656,Information,Security,Microsoft-Windows-Security-Auditing,A handle to an object was requested.,Success,Failure,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Removable Storage,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4656,,,,Success and Failure,Success and Failure,Success and Failure,Yes,SRV-ETM,YAMATO,,,,
Object Access,Audit Removable Storage,4658,Information,Security,Microsoft-Windows-Security-Auditing,The handle to an object was closed.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Removable Storage,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4658,,,,Success,Success,Success,Yes,SRV-ETM,YAMATO,,,,
